numero_titulo,tipo_credor,serie,id_cliente,tipo_pagamento,data_emissao,vencimento,data_pagamento,valor,instituicao,situacao_titulo,codigo_credito,descricao_credito,codigo_debito,descricao_debito,data_hora_lancamento
54666,1,100,5753,2,2025-05-02 0:00:00,2025-05-30 0:00:00,2025-05-30 0:00:00,"999,95",237,3,2,VENDA DE PRODUTOS,NULL,NULL,May  2 2025 12:00AM09:28
55436,1,100,266,2,2025-09-18 0:00:00,2025-10-16 0:00:00,2025-10-16 0:00:00,"999,86",237,3,2,VENDA DE PRODUTOS,NULL,NULL,Sep 18 2025 12:00AM14:41
60942,2,1,245,2,2025-09-08 0:00:00,2026-01-06 0:00:00,1753-01-01 0:00:00,"999,13",2,1,NULL,NULL,22,MATERIA PRIMA,Sep  8 2025 12:00AM10:38
54877,1,100,4555,8,2025-06-10 0:00:00,2025-10-10 0:00:00,2025-10-21 0:00:00,"998,53",2,3,2,VENDA DE PRODUTOS,NULL,NULL,Jun 10 2025 12:00AM09:25
82250,2,1,3747,2,2025-12-02 0:00:00,2025-12-30 0:00:00,1753-01-01 0:00:00,"997,40",2,1,NULL,NULL,22,MATERIA PRIMA,Dec  2 2025 12:00AM11:32
54834,1,100,2838,2,2025-05-30 0:00:00,2025-07-25 0:00:00,2025-07-25 0:00:00,"997,14",237,3,2,VENDA DE PRODUTOS,NULL,NULL,May 30 2025 12:00AM11:35
54834,1,100,2838,2,2025-05-30 0:00:00,2025-08-22 0:00:00,2025-08-22 0:00:00,"997,13",237,3,2,VENDA DE PRODUTOS,NULL,NULL,May 30 2025 12:00AM11:35
54616,1,100,5708,2,2025-04-24 0:00:00,2025-05-22 0:00:00,2025-05-26 0:00:00,"996,42",237,3,2,VENDA DE PRODUTOS,NULL,NULL,Apr 24 2025 12:00AM08:11
54824,1,100,542,2,2025-05-30 0:00:00,2025-06-27 0:00:00,2025-06-27 0:00:00,"995,94",237,3,2,VENDA DE PRODUTOS,NULL,NULL,May 30 2025 12:00AM09:24
1666,2,1,5805,2,2025-07-07 0:00:00,2025-08-06 0:00:00,2025-08-06 0:00:00,"995,90",237,3,NULL,NULL,22,MATERIA PRIMA,Jul  7 2025 12:00AM17:18
1666,2,1,5805,2,2025-07-07 0:00:00,2025-08-20 0:00:00,2025-08-20 0:00:00,"995,90",237,3,NULL,NULL,22,MATERIA PRIMA,Jul  7 2025 12:00AM17:18
134463,2,1,2622,2,2025-05-15 0:00:00,2025-07-10 0:00:00,2025-07-10 0:00:00,"995,51",237,3,NULL,NULL,22,MATERIA PRIMA,May 15 2025 12:00AM15:14
54373,1,100,5502,2,2025-03-03 0:00:00,2025-03-31 0:00:00,2025-03-31 0:00:00,"995,40",237,3,2,VENDA DE PRODUTOS,NULL,NULL,Mar  3 2025 12:00AM13:04
54373,1,100,5502,2,2025-03-03 0:00:00,2025-04-14 0:00:00,2025-04-14 0:00:00,"995,40",237,3,2,VENDA DE PRODUTOS,NULL,NULL,Mar  3 2025 12:00AM13:04
10143525,3,100,3512,2,2025-11-17 0:00:00,2025-12-26 0:00:00,1753-01-01 0:00:00,"995,32",341,1,NULL,NULL,22,MATERIA PRIMA,Nov 17 2025 12:00AM16:21
134463,2,1,2622,2,2025-05-15 0:00:00,2025-06-26 0:00:00,2025-06-26 0:00:00,"995,21",237,3,NULL,NULL,22,MATERIA PRIMA,May 15 2025 12:00AM15:14
20252,2,S,5559,2,2025-01-09 0:00:00,2025-01-20 0:00:00,2025-01-20 0:00:00,"995,20",237,3,NULL,NULL,29,COMISSAO,Jan  9 2025 12:00AM09:19
55533,1,100,2638,2,2025-10-08 0:00:00,2025-11-19 0:00:00,2025-11-19 0:00:00,"995,00",237,3,2,VENDA DE PRODUTOS,NULL,NULL,Oct  8 2025 12:00AM11:24
55533,1,100,2638,2,2025-10-08 0:00:00,2025-12-03 0:00:00,2025-12-03 0:00:00,"995,00",237,3,2,VENDA DE PRODUTOS,NULL,NULL,Oct  8 2025 12:00AM11:24
54917,1,100,4620,2,2025-06-13 0:00:00,2025-09-05 0:00:00,2025-09-05 0:00:00,"994,62",237,3,2,VENDA DE PRODUTOS,NULL,NULL,Jun 13 2025 12:00AM13:22
54036,1,100,561,2,2025-01-09 0:00:00,2025-02-06 0:00:00,2025-02-06 0:00:00,"993,71",237,3,2,VENDA DE PRODUTOS,NULL,NULL,Jan  9 2025 12:00AM15:44
54266,1,100,2133,2,2025-02-18 0:00:00,2025-03-18 0:00:00,2025-03-18 0:00:00,"993,66",237,3,2,VENDA DE PRODUTOS,NULL,NULL,Feb 18 2025 12:00AM14:13
55923,1,100,5921,2,2025-11-26 0:00:00,2025-12-24 0:00:00,1753-01-01 0:00:00,"992,22",237,1,2,VENDA DE PRODUTOS,NULL,NULL,Nov 26 2025 12:00AM13:18
13728,2,1,5467,2,2025-06-27 0:00:00,2025-08-11 0:00:00,2025-08-11 0:00:00,"991,41",237,3,NULL,NULL,22,MATERIA PRIMA,Jun 27 2025 12:00AM10:49
13728,2,1,5467,2,2025-06-27 0:00:00,2025-08-26 0:00:00,2025-08-26 0:00:00,"991,41",237,3,NULL,NULL,22,MATERIA PRIMA,Jun 27 2025 12:00AM10:49
13728,2,1,5467,2,2025-06-27 0:00:00,2025-07-27 0:00:00,2025-07-28 0:00:00,"991,40",237,3,NULL,NULL,22,MATERIA PRIMA,Jun 27 2025 12:00AM10:49
28208,2,1,2286,2,2025-11-03 0:00:00,2025-12-04 0:00:00,2025-12-04 0:00:00,"991,28",2,3,NULL,NULL,22,MATERIA PRIMA,Nov  3 2025 12:00AM17:00
54827,1,100,3363,2,2025-05-30 0:00:00,2025-07-29 0:00:00,2025-07-29 0:00:00,"991,22",237,3,2,VENDA DE PRODUTOS,NULL,NULL,May 30 2025 12:00AM09:28
54827,1,100,3363,2,2025-05-30 0:00:00,2025-08-13 0:00:00,2025-08-18 0:00:00,"991,22",237,3,2,VENDA DE PRODUTOS,NULL,NULL,May 30 2025 12:00AM09:28
54827,1,100,3363,2,2025-05-30 0:00:00,2025-08-28 0:00:00,2025-09-01 0:00:00,"991,21",237,3,2,VENDA DE PRODUTOS,NULL,NULL,May 30 2025 12:00AM09:28
104643,2,S,5797,2,2025-03-31 0:00:00,2025-04-07 0:00:00,2025-04-07 0:00:00,"991,01",237,3,NULL,NULL,17,CUSTO C/ PESSOAL,Mar 31 2025 12:00AM15:45
55241,1,100,1211,2,2025-08-20 0:00:00,2025-09-17 0:00:00,2025-09-17 0:00:00,"990,53",237,3,2,VENDA DE PRODUTOS,NULL,NULL,Aug 20 2025 12:00AM14:31
55916,1,100,640,2,2025-11-26 0:00:00,2026-01-07 0:00:00,1753-01-01 0:00:00,"990,09",237,1,2,VENDA DE PRODUTOS,NULL,NULL,Nov 26 2025 12:00AM10:24
55916,1,100,640,2,2025-11-26 0:00:00,2026-01-21 0:00:00,1753-01-01 0:00:00,"990,09",237,1,2,VENDA DE PRODUTOS,NULL,NULL,Nov 26 2025 12:00AM10:24
54781,1,100,4679,2,2025-05-20 0:00:00,2025-06-17 0:00:00,2025-06-17 0:00:00,"990,06",237,3,2,VENDA DE PRODUTOS,NULL,NULL,May 20 2025 12:00AM13:49
55083,1,100,478,2,2025-07-17 0:00:00,2025-08-14 0:00:00,2025-08-14 0:00:00,"990,01",237,3,2,VENDA DE PRODUTOS,NULL,NULL,Jul 17 2025 12:00AM10:04
1227,2,S,2772,2,2025-01-02 0:00:00,2025-01-15 0:00:00,2025-01-15 0:00:00,"99,90",237,3,NULL,NULL,11,DESPESAS C/ INFORMATICA,Jan  2 2025 12:00AM14:10
1325,2,S,2772,2,2025-02-02 0:00:00,2025-02-15 0:00:00,2025-02-17 0:00:00,"99,90",237,3,NULL,NULL,11,DESPESAS C/ INFORMATICA,Feb  2 2025 12:00AM15:34
1429,2,S,2772,2,2025-03-01 0:00:00,2025-03-15 0:00:00,2025-03-17 0:00:00,"99,90",237,3,NULL,NULL,11,DESPESAS C/ INFORMATICA,Mar  1 2025 12:00AM08:44
1542,2,S,2772,2,2025-04-01 0:00:00,2025-04-15 0:00:00,2025-04-15 0:00:00,"99,90",237,3,NULL,NULL,11,DESPESAS C/ INFORMATICA,Apr  1 2025 12:00AM15:24
1647,2,S,2772,2,2025-05-02 0:00:00,2025-05-15 0:00:00,2025-05-15 0:00:00,"99,90",237,3,NULL,NULL,11,DESPESAS C/ INFORMATICA,May  2 2025 12:00AM15:38
1757,2,S,2772,2,2025-06-02 0:00:00,2025-06-16 0:00:00,2025-06-16 0:00:00,"99,90",237,3,NULL,NULL,11,DESPESAS C/ INFORMATICA,Jun  2 2025 12:00AM15:16
1870,2,S,2772,2,2025-07-01 0:00:00,2025-07-15 0:00:00,2025-07-15 0:00:00,"99,90",237,3,NULL,NULL,11,DESPESAS C/ INFORMATICA,Jul  1 2025 12:00AM15:59
1925,2,S,2772,2,2025-08-01 0:00:00,2025-08-15 0:00:00,2025-08-15 0:00:00,"99,90",237,3,NULL,NULL,11,DESPESAS C/ INFORMATICA,Aug  1 2025 12:00AM15:40
2064,2,S,2772,2,2025-09-02 0:00:00,2025-09-15 0:00:00,2025-09-15 0:00:00,"99,90",237,3,NULL,NULL,11,DESPESAS C/ INFORMATICA,Sep  2 2025 12:00AM15:07
2118,2,S,2772,2,2025-10-01 0:00:00,2025-10-15 0:00:00,2025-10-15 0:00:00,"99,90",2,3,NULL,NULL,22,MATERIA PRIMA,Oct  1 2025 12:00AM14:42
2312,2,S,2772,2,2025-11-03 0:00:00,2025-11-17 0:00:00,2025-11-17 0:00:00,"99,90",2,3,NULL,NULL,22,MATERIA PRIMA,Nov  3 2025 12:00AM11:06
2437,2,S,2772,2,2025-12-01 0:00:00,2025-12-15 0:00:00,1753-01-01 0:00:00,"99,90",237,1,NULL,NULL,11,DESPESAS C/ INFORMATICA,Dec  1 2025 12:00AM10:43
1007452125,3,U,5394,2,2025-08-21 0:00:00,2025-10-05 0:00:00,2025-10-06 0:00:00,"99,77",237,3,NULL,NULL,55,FRETE S/ VENDAS,Aug 21 2025 12:00AM14:48
1005270525,3,U,5394,2,2025-06-15 0:00:00,2025-07-30 0:00:00,2025-07-30 0:00:00,"99,64",237,3,NULL,NULL,55,FRETE S/ VENDAS,Jun 15 2025 12:00AM10:53
1006335625,3,U,5394,2,2025-07-17 0:00:00,2025-08-31 0:00:00,2025-09-01 0:00:00,"99,36",237,3,NULL,NULL,55,FRETE S/ VENDAS,Jul 17 2025 12:00AM15:50
1007007425,3,U,5394,2,2025-08-05 0:00:00,2025-09-19 0:00:00,2025-09-19 0:00:00,"99,32",237,3,NULL,NULL,55,FRETE S/ VENDAS,Aug  5 2025 12:00AM15:18
1002889325,3,U,5394,2,2025-03-27 0:00:00,2025-05-11 0:00:00,2025-05-12 0:00:00,"99,27",237,3,NULL,NULL,55,FRETE S/ VENDAS,Mar 27 2025 12:00AM15:20
1007449725,3,U,5394,2,2025-08-20 0:00:00,2025-10-04 0:00:00,2025-10-06 0:00:00,"99,27",237,3,NULL,NULL,55,FRETE S/ VENDAS,Aug 20 2025 12:00AM14:45
1008115825,3,U,5394,2,2025-09-08 0:00:00,2025-10-23 0:00:00,2025-10-23 0:00:00,"99,27",237,3,NULL,NULL,55,FRETE S/ VENDAS,Sep  8 2025 12:00AM15:19
1004374025,3,U,3512,2,2025-05-14 0:00:00,2025-06-28 0:00:00,2025-06-30 0:00:00,"99,23",237,3,NULL,NULL,55,FRETE S/ VENDAS,May 14 2025 12:00AM14:52
1002015925,3,U,5394,2,2025-02-25 0:00:00,2025-04-11 0:00:00,2025-04-11 0:00:00,"99,18",237,3,NULL,NULL,55,FRETE S/ VENDAS,Feb 25 2025 12:00AM14:42
1004376625,3,U,5394,2,2025-05-15 0:00:00,2025-06-29 0:00:00,2025-06-30 0:00:00,"99,18",237,3,NULL,NULL,5,PIS S/ VENDAS,May 15 2025 12:00AM15:30
54431,1,100,292,2,2025-03-17 0:00:00,2025-04-16 0:00:00,2025-04-16 0:00:00,"989,37",237,3,2,VENDA DE PRODUTOS,NULL,NULL,Mar 17 2025 12:00AM08:55
55879,1,100,2133,2,2025-11-19 0:00:00,2026-01-14 0:00:00,1753-01-01 0:00:00,"989,34",237,1,2,VENDA DE PRODUTOS,NULL,NULL,Nov 19 2025 12:00AM14:40
55879,1,100,2133,2,2025-11-19 0:00:00,2026-02-11 0:00:00,1753-01-01 0:00:00,"989,34",237,1,2,VENDA DE PRODUTOS,NULL,NULL,Nov 19 2025 12:00AM14:40
55242,1,100,5753,2,2025-08-20 0:00:00,2025-09-24 0:00:00,2025-09-24 0:00:00,"989,14",237,3,2,VENDA DE PRODUTOS,NULL,NULL,Aug 20 2025 12:00AM14:32
140307,2,1,92,2,2025-02-10 0:00:00,2025-05-11 0:00:00,2025-05-12 0:00:00,"9880,54",237,3,NULL,NULL,22,MATERIA PRIMA,Feb 10 2025 12:00AM15:56
54339,1,100,542,2,2025-02-26 0:00:00,2025-04-14 0:00:00,2025-04-14 0:00:00,"988,64",237,3,2,VENDA DE PRODUTOS,NULL,NULL,Feb 26 2025 12:00AM11:02
54339,1,100,542,2,2025-02-26 0:00:00,2025-04-28 0:00:00,2025-04-28 0:00:00,"988,63",237,3,2,VENDA DE PRODUTOS,NULL,NULL,Feb 26 2025 12:00AM11:02
54618,1,100,1985,2,2025-04-24 0:00:00,2025-05-22 0:00:00,2025-05-22 0:00:00,"988,02",237,3,2,VENDA DE PRODUTOS,NULL,NULL,Apr 24 2025 12:00AM08:15
117552,2,1,5835,2,2025-06-27 0:00:00,2025-08-26 0:00:00,2025-08-26 0:00:00,"987,75",237,3,NULL,NULL,22,MATERIA PRIMA,Jun 27 2025 12:00AM09:45
54814,1,100,561,2,2025-05-29 0:00:00,2025-07-10 0:00:00,2025-07-10 0:00:00,"986,99",237,3,2,VENDA DE PRODUTOS,NULL,NULL,May 29 2025 12:00AM10:35
54814,1,100,561,2,2025-05-29 0:00:00,2025-07-24 0:00:00,2025-07-24 0:00:00,"986,98",237,3,2,VENDA DE PRODUTOS,NULL,NULL,May 29 2025 12:00AM10:35
54470,1,100,381,2,2025-03-20 0:00:00,2025-04-17 0:00:00,2025-04-17 0:00:00,"986,95",237,3,2,VENDA DE PRODUTOS,NULL,NULL,Mar 20 2025 12:00AM14:30
54517,1,100,373,2,2025-04-01 0:00:00,2025-04-29 0:00:00,2025-04-29 0:00:00,"985,88",237,3,2,VENDA DE PRODUTOS,NULL,NULL,Apr  1 2025 12:00AM14:36
54143,1,100,2216,2,2025-01-30 0:00:00,2025-02-27 0:00:00,2025-02-27 0:00:00,"984,57",237,3,2,VENDA DE PRODUTOS,NULL,NULL,Jan 30 2025 12:00AM15:32
55764,1,100,4894,2,2025-11-05 0:00:00,2025-12-03 0:00:00,2025-12-03 0:00:00,"984,24",237,3,2,VENDA DE PRODUTOS,NULL,NULL,Nov  5 2025 12:00AM15:26
54871,1,100,1702,2,2025-06-10 0:00:00,2025-08-05 0:00:00,2025-07-31 0:00:00,"984,12",237,3,2,VENDA DE PRODUTOS,NULL,NULL,Jun 10 2025 12:00AM08:45
54335,1,100,1565,2,2025-02-26 0:00:00,2025-04-23 0:00:00,2025-04-23 0:00:00,"983,91",237,3,2,VENDA DE PRODUTOS,NULL,NULL,Feb 26 2025 12:00AM10:56
54513,1,100,1565,2,2025-03-31 0:00:00,2025-04-28 0:00:00,2025-04-28 0:00:00,"983,76",237,3,2,VENDA DE PRODUTOS,NULL,NULL,Mar 31 2025 12:00AM13:12
55088,1,100,789,2,2025-07-18 0:00:00,2025-08-29 0:00:00,2025-08-27 0:00:00,"983,67",237,3,2,VENDA DE PRODUTOS,NULL,NULL,Jul 18 2025 12:00AM11:09
55088,1,100,789,2,2025-07-18 0:00:00,2025-09-12 0:00:00,2025-09-11 0:00:00,"983,66",237,3,2,VENDA DE PRODUTOS,NULL,NULL,Jul 18 2025 12:00AM11:09
54504,1,100,2502,2,2025-03-27 0:00:00,2025-05-08 0:00:00,2025-05-08 0:00:00,"983,59",237,3,2,VENDA DE PRODUTOS,NULL,NULL,Mar 27 2025 12:00AM11:20
54504,1,100,2502,2,2025-03-27 0:00:00,2025-05-22 0:00:00,2025-05-22 0:00:00,"983,59",237,3,2,VENDA DE PRODUTOS,NULL,NULL,Mar 27 2025 12:00AM11:20
54186,1,100,2339,2,2025-02-05 0:00:00,2025-03-06 0:00:00,2025-03-06 0:00:00,"983,41",237,3,2,VENDA DE PRODUTOS,NULL,NULL,Feb  5 2025 12:00AM11:02
42,2,S,4961,2,2025-10-08 0:00:00,2025-10-20 0:00:00,2025-10-20 0:00:00,"982,61",2,3,NULL,NULL,29,COMISSAO,Oct  8 2025 12:00AM10:46
54450,1,100,626,2,2025-03-19 0:00:00,2025-04-25 0:00:00,2025-04-25 0:00:00,"982,48",237,3,2,VENDA DE PRODUTOS,NULL,NULL,Mar 19 2025 12:00AM15:50
143903,2,1,92,2,2025-10-29 0:00:00,2026-01-27 0:00:00,1753-01-01 0:00:00,"9819,72",2,1,NULL,NULL,22,MATERIA PRIMA,Oct 29 2025 12:00AM17:23
54431,1,100,292,2,2025-03-17 0:00:00,2025-06-16 0:00:00,2025-06-16 0:00:00,"9812,43",237,3,2,VENDA DE PRODUTOS,NULL,NULL,Mar 17 2025 12:00AM08:55
54590,1,100,542,2,2025-04-16 0:00:00,2025-05-14 0:00:00,2025-05-14 0:00:00,"981,32",237,3,2,VENDA DE PRODUTOS,NULL,NULL,Apr 16 2025 12:00AM08:48
1947,2,1,5805,2,2025-09-22 0:00:00,2025-11-03 0:00:00,2025-11-03 0:00:00,"980,53",2,3,NULL,NULL,22,MATERIA PRIMA,Sep 22 2025 12:00AM11:21
1947,2,1,5805,2,2025-09-22 0:00:00,2025-10-20 0:00:00,2025-10-20 0:00:00,"980,52",2,3,NULL,NULL,22,MATERIA PRIMA,Sep 22 2025 12:00AM11:21
1008124125,3,U,5394,2,2025-09-11 0:00:00,2025-10-26 0:00:00,2025-10-27 0:00:00,"98,73",237,3,NULL,NULL,55,FRETE S/ VENDAS,Sep 11 2025 12:00AM14:52
1008342625,3,U,5394,2,2025-09-17 0:00:00,2025-11-01 0:00:00,2025-11-03 0:00:00,"98,45",237,3,NULL,NULL,55,FRETE S/ VENDAS,Sep 17 2025 12:00AM15:06
1000883325,3,U,5394,2,2025-01-22 0:00:00,2025-03-08 0:00:00,2025-03-10 0:00:00,"98,27",237,3,NULL,NULL,55,FRETE S/ VENDAS,Jan 22 2025 12:00AM09:35
141457,2,1,92,2,2025-05-05 0:00:00,2025-08-03 0:00:00,2025-08-04 0:00:00,"9783,13",237,3,NULL,NULL,22,MATERIA PRIMA,May  5 2025 12:00AM15:38
54354,1,100,4955,2,2025-02-27 0:00:00,2025-03-31 0:00:00,2025-03-31 0:00:00,"978,87",237,3,2,VENDA DE PRODUTOS,NULL,NULL,Feb 27 2025 12:00AM10:38
54606,1,100,1586,2,2025-04-17 0:00:00,2025-05-29 0:00:00,2025-05-29 0:00:00,"978,81",237,3,2,VENDA DE PRODUTOS,NULL,NULL,Apr 17 2025 12:00AM10:08
54606,1,100,1586,2,2025-04-17 0:00:00,2025-06-12 0:00:00,2025-06-11 0:00:00,"978,81",237,3,2,VENDA DE PRODUTOS,NULL,NULL,Apr 17 2025 12:00AM10:08
54790,1,100,4255,2,2025-05-21 0:00:00,2025-06-18 0:00:00,2025-06-18 0:00:00,"977,24",237,3,2,VENDA DE PRODUTOS,NULL,NULL,May 21 2025 12:00AM13:01
461,2,1,5210,2,2025-09-29 0:00:00,2025-10-29 0:00:00,2025-10-29 0:00:00,"976,45",2,3,NULL,NULL,22,MATERIA PRIMA,Sep 29 2025 12:00AM13:11
461,2,1,5210,2,2025-09-29 0:00:00,2025-11-28 0:00:00,2025-11-28 0:00:00,"976,45",2,3,NULL,NULL,22,MATERIA PRIMA,Sep 29 2025 12:00AM13:11
22875,2,1,4923,2,2025-03-19 0:00:00,2025-04-16 0:00:00,2025-04-16 0:00:00,"976,25",237,3,NULL,NULL,22,MATERIA PRIMA,Mar 19 2025 12:00AM09:41
22875,2,1,4923,2,2025-03-19 0:00:00,2025-04-30 0:00:00,2025-04-30 0:00:00,"976,25",237,3,NULL,NULL,22,MATERIA PRIMA,Mar 19 2025 12:00AM09:41
22875,2,1,4923,2,2025-03-19 0:00:00,2025-05-14 0:00:00,2025-05-14 0:00:00,"976,24",237,3,NULL,NULL,22,MATERIA PRIMA,Mar 19 2025 12:00AM09:41
54523,1,100,802,2,2025-04-03 0:00:00,2025-05-02 0:00:00,2025-05-02 0:00:00,"975,85",237,3,2,VENDA DE PRODUTOS,NULL,NULL,Apr  3 2025 12:00AM13:45
55359,1,100,1153,2,2025-09-08 0:00:00,2025-10-06 0:00:00,2025-10-06 0:00:00,"975,14",237,3,2,VENDA DE PRODUTOS,NULL,NULL,Sep  8 2025 12:00AM13:51
55596,1,100,5753,2,2025-10-14 0:00:00,2025-11-11 0:00:00,2025-11-11 0:00:00,"974,87",237,3,2,VENDA DE PRODUTOS,NULL,NULL,Oct 14 2025 12:00AM13:51
54351,1,100,972,2,2025-02-27 0:00:00,2025-04-24 0:00:00,2025-04-23 0:00:00,"974,79",237,3,2,VENDA DE PRODUTOS,NULL,NULL,Feb 27 2025 12:00AM10:34
134110,2,1,249,2,2025-09-09 0:00:00,2025-10-09 0:00:00,2025-10-09 0:00:00,"974,71",2,3,NULL,NULL,22,MATERIA PRIMA,Sep  9 2025 12:00AM15:48
55176,1,100,5426,2,2025-08-04 0:00:00,2025-09-29 0:00:00,2025-09-29 0:00:00,"973,38",237,3,2,VENDA DE PRODUTOS,NULL,NULL,Aug  4 2025 12:00AM10:13
55176,1,100,5426,2,2025-08-04 0:00:00,2025-10-27 0:00:00,2025-10-27 0:00:00,"973,38",237,3,2,VENDA DE PRODUTOS,NULL,NULL,Aug  4 2025 12:00AM10:13
54950,1,100,478,2,2025-06-26 0:00:00,2025-07-24 0:00:00,2025-07-24 0:00:00,"971,85",237,3,2,VENDA DE PRODUTOS,NULL,NULL,Jun 26 2025 12:00AM10:32
55761,1,100,3363,2,2025-11-05 0:00:00,2025-12-17 0:00:00,1753-01-01 0:00:00,"971,42",237,1,2,VENDA DE PRODUTOS,NULL,NULL,Nov  5 2025 12:00AM15:21
55761,1,100,3363,2,2025-11-05 0:00:00,2025-12-31 0:00:00,1753-01-01 0:00:00,"971,42",237,1,2,VENDA DE PRODUTOS,NULL,NULL,Nov  5 2025 12:00AM15:21
54655,1,100,394,2,2025-04-29 0:00:00,2025-05-27 0:00:00,2025-05-27 0:00:00,"971,00",237,3,2,VENDA DE PRODUTOS,NULL,NULL,Apr 29 2025 12:00AM13:05
54546,1,100,5645,2,2025-04-04 0:00:00,2025-05-02 0:00:00,2025-05-02 0:00:00,"969,58",237,3,2,VENDA DE PRODUTOS,NULL,NULL,Apr  4 2025 12:00AM10:33
54708,1,100,4255,2,2025-05-13 0:00:00,2025-06-24 0:00:00,2025-06-24 0:00:00,"968,94",237,3,2,VENDA DE PRODUTOS,NULL,NULL,May 13 2025 12:00AM08:05
54708,1,100,4255,2,2025-05-13 0:00:00,2025-07-08 0:00:00,2025-07-08 0:00:00,"968,94",237,3,2,VENDA DE PRODUTOS,NULL,NULL,May 13 2025 12:00AM08:05
55829,1,100,804,2,2025-11-13 0:00:00,2025-12-26 0:00:00,1753-01-01 0:00:00,"967,34",237,1,2,VENDA DE PRODUTOS,NULL,NULL,Nov 13 2025 12:00AM13:22
55829,1,100,804,2,2025-11-13 0:00:00,2026-01-08 0:00:00,1753-01-01 0:00:00,"967,34",237,1,2,VENDA DE PRODUTOS,NULL,NULL,Nov 13 2025 12:00AM13:22
55829,1,100,804,2,2025-11-13 0:00:00,2026-01-22 0:00:00,1753-01-01 0:00:00,"967,33",237,1,2,VENDA DE PRODUTOS,NULL,NULL,Nov 13 2025 12:00AM13:22
55209,1,100,151,2,2025-08-12 0:00:00,2025-09-23 0:00:00,2025-09-23 0:00:00,"967,15",237,3,2,VENDA DE PRODUTOS,NULL,NULL,Aug 12 2025 12:00AM11:19
55209,1,100,151,2,2025-08-12 0:00:00,2025-10-07 0:00:00,2025-10-07 0:00:00,"967,15",237,3,2,VENDA DE PRODUTOS,NULL,NULL,Aug 12 2025 12:00AM11:19
55209,1,100,151,2,2025-08-12 0:00:00,2025-10-21 0:00:00,2025-10-21 0:00:00,"967,15",237,3,2,VENDA DE PRODUTOS,NULL,NULL,Aug 12 2025 12:00AM11:19
55209,1,100,151,2,2025-08-12 0:00:00,2025-11-04 0:00:00,2025-11-04 0:00:00,"967,14",237,3,2,VENDA DE PRODUTOS,NULL,NULL,Aug 12 2025 12:00AM11:19
54874,1,100,4993,2,2025-06-10 0:00:00,2025-06-24 0:00:00,2025-06-23 0:00:00,"965,93",237,3,2,VENDA DE PRODUTOS,NULL,NULL,Jun 10 2025 12:00AM08:49
3303,2,1,5338,2,2025-08-08 0:00:00,2025-10-08 0:00:00,2025-10-08 0:00:00,"965,80",2,3,NULL,NULL,22,MATERIA PRIMA,Aug  8 2025 12:00AM13:40
3303,2,1,5338,2,2025-08-08 0:00:00,2025-11-08 0:00:00,2025-11-10 0:00:00,"965,80",2,3,NULL,NULL,22,MATERIA PRIMA,Aug  8 2025 12:00AM13:40
3303,2,1,5338,2,2025-08-08 0:00:00,2025-12-08 0:00:00,1753-01-01 0:00:00,"965,80",2,1,NULL,NULL,22,MATERIA PRIMA,Aug  8 2025 12:00AM13:40
55196,1,100,5732,2,2025-08-08 0:00:00,2025-09-05 0:00:00,2025-09-05 0:00:00,"965,43",237,3,2,VENDA DE PRODUTOS,NULL,NULL,Aug  8 2025 12:00AM10:15
2149,2,1,4478,2,2025-07-30 0:00:00,2025-08-27 0:00:00,2025-08-27 0:00:00,"965,00",237,3,NULL,NULL,22,MATERIA PRIMA,Jul 30 2025 12:00AM11:47
141890,2,1,92,2,2025-06-05 0:00:00,2025-09-03 0:00:00,2025-09-03 0:00:00,"964,67",237,3,NULL,NULL,22,MATERIA PRIMA,Jun  5 2025 12:00AM10:21
4768,2,0,5122,2,2025-11-04 0:00:00,2025-12-04 0:00:00,2025-12-04 0:00:00,"963,00",2,3,NULL,NULL,22,MATERIA PRIMA,Nov  4 2025 12:00AM17:08
4768,2,0,5122,2,2025-11-04 0:00:00,2025-12-19 0:00:00,1753-01-01 0:00:00,"963,00",2,1,NULL,NULL,22,MATERIA PRIMA,Nov  4 2025 12:00AM17:08
22074,2,0,3349,2,2025-08-05 0:00:00,2025-09-04 0:00:00,2025-09-04 0:00:00,"963,00",237,3,NULL,NULL,22,MATERIA PRIMA,Aug  5 2025 12:00AM17:00
22074,2,0,3349,2,2025-08-05 0:00:00,2025-09-19 0:00:00,2025-09-19 0:00:00,"963,00",237,3,NULL,NULL,22,MATERIA PRIMA,Aug  5 2025 12:00AM17:00
55968,1,100,1033,2,2025-12-05 0:00:00,2026-02-03 0:00:00,1753-01-01 0:00:00,"9622,93",237,1,2,VENDA DE PRODUTOS,NULL,NULL,Dec  5 2025 12:00AM08:06
54688,1,100,409,2,2025-05-06 0:00:00,2025-06-03 0:00:00,2025-06-02 0:00:00,"962,31",237,3,2,VENDA DE PRODUTOS,NULL,NULL,May  6 2025 12:00AM14:50
54197,1,100,3363,2,2025-02-05 0:00:00,2025-03-24 0:00:00,2025-03-24 0:00:00,"961,67",237,3,2,VENDA DE PRODUTOS,NULL,NULL,Feb  5 2025 12:00AM11:31
55724,1,100,314,2,2025-10-30 0:00:00,2025-12-04 0:00:00,2025-12-04 0:00:00,"961,31",237,3,2,VENDA DE PRODUTOS,NULL,NULL,Oct 30 2025 12:00AM16:43
